Round:2; max power:1382.62; sample size:159; Yaw:210.5; Pitch: 21.9
Round:744; max power:1898.26; sample size:164; Yaw:309.2; Pitch: 48.8
Round:746; max power:1840.02; sample size:169; Yaw:306.7; Pitch: 49.3
Round:748; max power:1219.32; sample size:417; Yaw:325.6; Pitch: 171.8
Round:750; max power:1332.05; sample size:164; Yaw:241.2; Pitch: 160.5
Round:752; max power:1786.77; sample size:164; Yaw:146; Pitch: 175.6
Round:754; max power:1943.98; sample size:161; Yaw:241.8; Pitch: 174
Round:756; max power:2117.3; sample size:163; Yaw:241.9; Pitch: 90.3
Round:758; max power:1962.14; sample size:166; Yaw:146.3; Pitch: 167.7
Round:760; max power:2152.19; sample size:167; Yaw:291.1; Pitch: 169.1
Round:762; max power:1836.37; sample size:166; Yaw:146.4; Pitch: 97.8
Round:764; max power:1343.35; sample size:167; Yaw:313.2; Pitch: 159.6
Round:766; max power:1430.77; sample size:167; Yaw:266.7; Pitch: 166.2
Round:768; max power:1358.02; sample size:168; Yaw:311.3; Pitch: 18.5
Round:770; max power:1802.98; sample size:165; Yaw:311.9; Pitch: 118.2
Round:772; max power:1824.74; sample size:163; Yaw:312.6; Pitch: 90.4
Round:774; max power:1329.89; sample size:164; Yaw:350.6; Pitch: 102.6
Round:776; max power:1602.51; sample size:165; Yaw:311.5; Pitch: 108.9
Round:778; max power:1503.93; sample size:168; Yaw:311.9; Pitch: 109.3
Round:780; max power:1537.05; sample size:167; Yaw:321.4; Pitch: 105.1
Round:782; max power:1711.61; sample size:166; Yaw:321.5; Pitch: 104.4
Round:784; max power:2134.77; sample size:168; Yaw:321.1; Pitch: 104.6
Round:786; max power:1851.84; sample size:169; Yaw:320.6; Pitch: 105.7
Round:788; max power:2405.32; sample size:168; Yaw:284.5; Pitch: 137.6
Round:790; max power:2520.3; sample size:171; Yaw:284.8; Pitch: 137.9
Round:792; max power:2188.75; sample size:171; Yaw:320.7; Pitch: 105.7
Round:794; max power:2307.28; sample size:176; Yaw:285; Pitch: 138.8
Round:796; max power:2370.17; sample size:178; Yaw:337.3; Pitch: 58.5
Round:798; max power:2059.78; sample size:182; Yaw:285.1; Pitch: 18.6
Round:800; max power:2155.16; sample size:182; Yaw:285; Pitch: 18.4
Round:802; max power:2583.57; sample size:183; Yaw:284.8; Pitch: 89.6
Round:804; max power:2435.96; sample size:186; Yaw:284.6; Pitch: 89.6
Round:806; max power:2211.39; sample size:185; Yaw:284.7; Pitch: 89.6
Round:808; max power:2251.52; sample size:181; Yaw:334.6; Pitch: 41
Round:810; max power:2626.02; sample size:183; Yaw:334.7; Pitch: 136.1
Round:812; max power:2699.38; sample size:179; Yaw:334.8; Pitch: 136
Round:814; max power:2609.08; sample size:178; Yaw:334; Pitch: 41.3
Round:816; max power:2810.93; sample size:174; Yaw:334.4; Pitch: 135.1
Round:818; max power:2866.84; sample size:172; Yaw:334.6; Pitch: 134.9
Round:820; max power:2980.98; sample size:171; Yaw:334.8; Pitch: 134.9
Round:822; max power:2885.02; sample size:170; Yaw:334.8; Pitch: 134.7
Round:824; max power:3015.27; sample size:170; Yaw:335.1; Pitch: 134.8
Round:826; max power:2625.77; sample size:174; Yaw:334.5; Pitch: 134.9
Round:828; max power:2273.57; sample size:175; Yaw:334.3; Pitch: 134.6
Round:830; max power:2250.76; sample size:179; Yaw:334.2; Pitch: 134.6
Round:832; max power:2205.62; sample size:177; Yaw:334; Pitch: 134.8
Round:834; max power:2312.79; sample size:178; Yaw:333.8; Pitch: 57.1
Round:836; max power:2529.55; sample size:179; Yaw:333.7; Pitch: 56.8
Round:838; max power:3208.04; sample size:180; Yaw:333.6; Pitch: 120.1
Round:840; max power:3188.18; sample size:180; Yaw:333.8; Pitch: 120.4
Round:842; max power:2944.53; sample size:176; Yaw:333.4; Pitch: 86.2
Round:844; max power:3185.57; sample size:171; Yaw:333.6; Pitch: 84.6
Round:846; max power:2923.21; sample size:170; Yaw:333.5; Pitch: 87.1
Round:848; max power:3107.01; sample size:167; Yaw:333.5; Pitch: 87.9
Round:850; max power:3177.26; sample size:168; Yaw:333.8; Pitch: 91.2
Round:852; max power:3358.53; sample size:167; Yaw:333.7; Pitch: 91.2
Round:854; max power:3145.43; sample size:168; Yaw:333.9; Pitch: 1.8
Round:856; max power:2622.54; sample size:169; Yaw:333.8; Pitch: 2.1
Round:858; max power:1901.45; sample size:167; Yaw:334.1; Pitch: 2
Round:860; max power:1934.91; sample size:168; Yaw:334.2; Pitch: 2.1
Round:862; max power:2000.34; sample size:169; Yaw:334.5; Pitch: 2.3
Round:864; max power:1803.69; sample size:174; Yaw:335.1; Pitch: 2.3
Round:866; max power:2013.69; sample size:170; Yaw:38.2; Pitch: 2.9
Round:868; max power:1782.68; sample size:170; Yaw:336.1; Pitch: 2.4
Round:870; max power:1497.38; sample size:169; Yaw:335.6; Pitch: 2.7
Round:872; max power:1365.21; sample size:173; Yaw:336.1; Pitch: 121.1
Round:874; max power:1527.91; sample size:172; Yaw:336.2; Pitch: 121.2
Round:876; max power:1563.99; sample size:173; Yaw:335.9; Pitch: 121.3
Round:878; max power:1641.8; sample size:171; Yaw:335.2; Pitch: 121
Round:880; max power:1384.75; sample size:168; Yaw:335.6; Pitch: 121.2
Round:882; max power:1454.13; sample size:170; Yaw:335; Pitch: 121.1
Round:884; max power:1487.37; sample size:178; Yaw:334.7; Pitch: 121.5
Round:886; max power:1493.04; sample size:176; Yaw:335; Pitch: 121.1
Round:888; max power:1813.23; sample size:174; Yaw:334.9; Pitch: 121.2
Round:890; max power:1672.41; sample size:176; Yaw:335.5; Pitch: 55.8
Round:892; max power:1666.19; sample size:175; Yaw:334.8; Pitch: 56
Round:894; max power:1759.91; sample size:178; Yaw:335.1; Pitch: 55.7
Round:896; max power:1872.59; sample size:180; Yaw:335.5; Pitch: 56.7
Round:898; max power:2330.14; sample size:180; Yaw:336.1; Pitch: 83.6
Round:900; max power:2968.13; sample size:182; Yaw:336.6; Pitch: 56.3
Round:902; max power:3086.21; sample size:182; Yaw:336.6; Pitch: 82.1
Round:904; max power:2748.72; sample size:177; Yaw:336.8; Pitch: 56.7
Round:906; max power:2978.41; sample size:181; Yaw:336.9; Pitch: 81.5
Round:908; max power:2863.23; sample size:184; Yaw:337.1; Pitch: 80.6
Round:910; max power:2867.11; sample size:182; Yaw:336.4; Pitch: 81.7
Round:912; max power:2879.07; sample size:183; Yaw:336.4; Pitch: 81.4
Round:914; max power:3186.17; sample size:181; Yaw:336.4; Pitch: 81.6
Round:916; max power:3057.23; sample size:179; Yaw:336.4; Pitch: 82.2
Round:918; max power:2528.9; sample size:177; Yaw:336.4; Pitch: 84.6
Round:920; max power:2540.26; sample size:175; Yaw:336.3; Pitch: 85.2
Round:922; max power:2733.55; sample size:174; Yaw:336.3; Pitch: 83.7
Round:924; max power:2684.82; sample size:171; Yaw:336.3; Pitch: 42.4
Round:926; max power:3004.26; sample size:163; Yaw:336.3; Pitch: 85.3
Round:928; max power:3379.57; sample size:163; Yaw:336.7; Pitch: 83.8
Round:930; max power:3242.3; sample size:167; Yaw:337; Pitch: 42
Round:932; max power:2674.55; sample size:166; Yaw:337.1; Pitch: 41.5
Round:934; max power:2593.65; sample size:167; Yaw:336.9; Pitch: 41.6
Round:936; max power:2530.59; sample size:167; Yaw:336.8; Pitch: 41.6
Round:938; max power:2554.41; sample size:171; Yaw:38.3; Pitch: 55.9
Round:940; max power:2534.46; sample size:254; Yaw:337; Pitch: 41.9
Round:942; max power:2228.02; sample size:173; Yaw:37.9; Pitch: 2.8
Round:944; max power:2026.02; sample size:178; Yaw:38; Pitch: 2.8
Round:946; max power:1998.26; sample size:179; Yaw:37.6; Pitch: 2.7
Round:948; max power:1926.31; sample size:174; Yaw:337.1; Pitch: 2.9
Round:950; max power:2044.7; sample size:171; Yaw:336.9; Pitch: 3.1
Round:952; max power:2025.48; sample size:171; Yaw:337.1; Pitch: 3.2
Round:954; max power:2013.45; sample size:174; Yaw:38.3; Pitch: 2.9
Round:956; max power:2132.31; sample size:171; Yaw:337.3; Pitch: 3.1
Round:958; max power:2077.9; sample size:172; Yaw:337.1; Pitch: 3
Round:960; max power:2181.16; sample size:176; Yaw:337.1; Pitch: 3
Round:962; max power:2056.69; sample size:173; Yaw:337.3; Pitch: 3
Round:964; max power:1989.46; sample size:175; Yaw:337.3; Pitch: 3.2
Round:966; max power:2054.66; sample size:177; Yaw:38.6; Pitch: 3.1
Round:968; max power:2003.64; sample size:178; Yaw:38.9; Pitch: 3
Round:970; max power:1950.59; sample size:178; Yaw:336.9; Pitch: 2.7
Round:972; max power:1814.94; sample size:177; Yaw:336.9; Pitch: 2.8
Round:974; max power:2250.86; sample size:180; Yaw:336.9; Pitch: 2.9
Round:976; max power:2172.37; sample size:178; Yaw:336.8; Pitch: 2.7
Round:978; max power:2048.41; sample size:177; Yaw:336.7; Pitch: 2.8
Round:980; max power:2010.76; sample size:178; Yaw:336.5; Pitch: 2.7
Round:982; max power:1886.42; sample size:182; Yaw:336.4; Pitch: 2.5
Round:984; max power:1987.7; sample size:180; Yaw:336.4; Pitch: 2.4
Round:986; max power:1938.1; sample size:178; Yaw:336.6; Pitch: 2.3
Round:988; max power:1633.16; sample size:181; Yaw:336.6; Pitch: 2.3
Round:990; max power:1566.95; sample size:182; Yaw:336.6; Pitch: 2.3
Round:992; max power:1517.96; sample size:181; Yaw:38.3; Pitch: 2.6
Round:994; max power:1387.44; sample size:178; Yaw:337.1; Pitch: 2.1
Round:996; max power:1413.88; sample size:181; Yaw:337.2; Pitch: 2.5
Round:998; max power:1230.6; sample size:177; Yaw:337.4; Pitch: 2.5
Round:1000; max power:1364.27; sample size:177; Yaw:337.6; Pitch: 2.5
Round:1002; max power:971.358; sample size:170; Yaw:298.3; Pitch: 8.9
Round:1004; max power:953.637; sample size:170; Yaw:298.8; Pitch: 9.2
Round:1006; max power:1044.05; sample size:171; Yaw:347; Pitch: 2.6
Round:1008; max power:1325.82; sample size:170; Yaw:347.1; Pitch: 3
Round:1010; max power:1153.72; sample size:166; Yaw:347; Pitch: 164.5
Round:1012; max power:928.565; sample size:170; Yaw:347.2; Pitch: 164.4
Round:1014; max power:805.564; sample size:169; Yaw:274.2; Pitch: 8.7
Round:1016; max power:964.694; sample size:168; Yaw:347.7; Pitch: 164.2
Round:1018; max power:1160.62; sample size:172; Yaw:40.5; Pitch: 2.6
Round:1020; max power:1320.99; sample size:171; Yaw:274.5; Pitch: 8.6
Round:1022; max power:1329.86; sample size:173; Yaw:273.9; Pitch: 8.7
Round:1024; max power:1159.12; sample size:174; Yaw:274.1; Pitch: 8.4
Round:1026; max power:1173.96; sample size:175; Yaw:274.8; Pitch: 8.3
Round:1028; max power:1323.52; sample size:171; Yaw:274.9; Pitch: 8.2
Round:1030; max power:1335.49; sample size:166; Yaw:275.1; Pitch: 8.2
Round:1032; max power:1414.98; sample size:160; Yaw:54.6; Pitch: 84.3
Round:1034; max power:1472.81; sample size:162; Yaw:54.7; Pitch: 121.2
Round:1036; max power:1633.6; sample size:163; Yaw:55.2; Pitch: 121.6
Round:1038; max power:1503.23; sample size:164; Yaw:55.4; Pitch: 159.7
Round:1040; max power:1880.45; sample size:163; Yaw:55.5; Pitch: 10.1
Round:1042; max power:1641.17; sample size:165; Yaw:55.4; Pitch: 10.1
Round:1044; max power:1815.77; sample size:165; Yaw:55.3; Pitch: 10.2
Round:1046; max power:1981.56; sample size:160; Yaw:55.4; Pitch: 10.2
Round:1048; max power:1958.48; sample size:164; Yaw:55.5; Pitch: 10.2
Round:1050; max power:1871.31; sample size:167; Yaw:55; Pitch: 10.2
Round:1052; max power:1834.55; sample size:170; Yaw:54.7; Pitch: 10.2
Round:1054; max power:1789.15; sample size:173; Yaw:54.7; Pitch: 10.2
Round:1056; max power:1972.89; sample size:164; Yaw:54.4; Pitch: 92.2
Round:1058; max power:1906.06; sample size:159; Yaw:54.3; Pitch: 94.2
Round:1060; max power:1991.62; sample size:159; Yaw:54.4; Pitch: 86.5
Round:1062; max power:2054.66; sample size:160; Yaw:54.7; Pitch: 93.2
Round:1064; max power:2170.83; sample size:159; Yaw:54.7; Pitch: 81
Round:1066; max power:2333.34; sample size:158; Yaw:54.6; Pitch: 97.7
Round:1068; max power:2338.17; sample size:160; Yaw:54.7; Pitch: 81.2
Round:1070; max power:2190.86; sample size:158; Yaw:54.7; Pitch: 97.3
Round:1072; max power:1817.33; sample size:155; Yaw:337.9; Pitch: 76
Round:1074; max power:1850.09; sample size:156; Yaw:54.8; Pitch: 10.6
Round:1076; max power:1943; sample size:161; Yaw:54.8; Pitch: 98.9
Round:1078; max power:1896.96; sample size:163; Yaw:54.8; Pitch: 2.6
Round:1080; max power:1416.23; sample size:171; Yaw:54.3; Pitch: 2
Round:1082; max power:1350.64; sample size:164; Yaw:53.2; Pitch: 2.1
Round:1084; max power:1709.54; sample size:164; Yaw:53; Pitch: 2.4
Round:1086; max power:1654.45; sample size:168; Yaw:52.9; Pitch: 2.5
Round:1088; max power:1690.51; sample size:169; Yaw:52.2; Pitch: 2.5
Round:1090; max power:1722.39; sample size:174; Yaw:52.2; Pitch: 2.2
Round:1092; max power:1758.92; sample size:174; Yaw:52.4; Pitch: 2.2
Round:1094; max power:1704.65; sample size:170; Yaw:53; Pitch: 2.2
Round:1096; max power:1858.05; sample size:171; Yaw:53; Pitch: 2.4
Round:1098; max power:1949.46; sample size:172; Yaw:53.2; Pitch: 35.4
Round:1100; max power:2053.69; sample size:174; Yaw:53.4; Pitch: 2.5
Round:1102; max power:1946.68; sample size:174; Yaw:53.5; Pitch: 2.6
Round:1104; max power:1611.68; sample size:174; Yaw:54.2; Pitch: 160
Round:1106; max power:1289.71; sample size:172; Yaw:267.4; Pitch: 167.8
Round:1108; max power:1281; sample size:173; Yaw:266.9; Pitch: 176
Round:1110; max power:1572.67; sample size:170; Yaw:266.3; Pitch: 176.2
Round:1112; max power:1337.22; sample size:168; Yaw:266.1; Pitch: 176.3
Round:1114; max power:1585.84; sample size:170; Yaw:267.6; Pitch: 175.9
Round:1116; max power:1387.28; sample size:169; Yaw:268.1; Pitch: 175.3
Round:1118; max power:1628.68; sample size:167; Yaw:267.5; Pitch: 174.4
Round:1120; max power:1581.35; sample size:166; Yaw:267.1; Pitch: 90.9
Round:1122; max power:1816.82; sample size:168; Yaw:267.4; Pitch: 90.3
Round:1124; max power:2314.91; sample size:166; Yaw:267.3; Pitch: 90
Round:1126; max power:2595.28; sample size:161; Yaw:267.4; Pitch: 94.3
Round:1128; max power:2503.78; sample size:158; Yaw:267.8; Pitch: 91.6
Round:1130; max power:2161.77; sample size:158; Yaw:267.5; Pitch: 90.3
Round:1132; max power:2076.4; sample size:159; Yaw:358.4; Pitch: 90.5
Round:1134; max power:2309.48; sample size:157; Yaw:358.3; Pitch: 90.9
Round:1136; max power:2683.82; sample size:155; Yaw:358.1; Pitch: 91.2
Round:1138; max power:3105.77; sample size:159; Yaw:318.3; Pitch: 104.4
Round:1140; max power:2399.75; sample size:156; Yaw:318.1; Pitch: 104.7
Round:1142; max power:2135.24; sample size:162; Yaw:358.9; Pitch: 89.3
Round:1144; max power:2257.73; sample size:160; Yaw:359; Pitch: 88.7
Round:1146; max power:1708.08; sample size:165; Yaw:358.9; Pitch: 26.8
Round:1148; max power:1688.31; sample size:168; Yaw:358.8; Pitch: 88.6
Round:1150; max power:1655.5; sample size:165; Yaw:283.5; Pitch: 101.9
Round:1152; max power:2072.42; sample size:170; Yaw:283.5; Pitch: 146.1
Round:1154; max power:2408.97; sample size:172; Yaw:283.4; Pitch: 146.6
Round:1156; max power:2144.82; sample size:175; Yaw:283.6; Pitch: 174.1
Round:1158; max power:2107.32; sample size:173; Yaw:283.6; Pitch: 174.3
Round:1160; max power:2214.38; sample size:176; Yaw:284; Pitch: 7.7
Round:1162; max power:2077.35; sample size:173; Yaw:269.4; Pitch: 174.8
Round:1164; max power:2141.63; sample size:171; Yaw:269.3; Pitch: 174.9
Round:1166; max power:2275.55; sample size:172; Yaw:269.4; Pitch: 175.2
Round:1168; max power:2152.48; sample size:170; Yaw:269.2; Pitch: 174.9
Round:1170; max power:2418.65; sample size:175; Yaw:269.1; Pitch: 174.8
Round:1172; max power:1901.56; sample size:168; Yaw:269; Pitch: 174.9
Round:1174; max power:2275.94; sample size:164; Yaw:268.8; Pitch: 164.5
Round:1176; max power:1889.68; sample size:162; Yaw:268.1; Pitch: 89.6
Round:1178; max power:2414.63; sample size:160; Yaw:268; Pitch: 89.7
Round:1180; max power:1902.86; sample size:161; Yaw:327.6; Pitch: 73.2
Round:1182; max power:1315.47; sample size:159; Yaw:327.9; Pitch: 72.8
Round:1184; max power:1053.21; sample size:158; Yaw:267.7; Pitch: 165.9
Round:1186; max power:1188.37; sample size:156; Yaw:328.3; Pitch: 71.7
Round:1188; max power:1381.33; sample size:156; Yaw:266.8; Pitch: 165
Round:1190; max power:1499.69; sample size:156; Yaw:329; Pitch: 163.7
Round:1192; max power:1434.5; sample size:159; Yaw:16; Pitch: 2.3
Round:1194; max power:1025.76; sample size:166; Yaw:135.9; Pitch: 0.1
Round:1196; max power:1081.56; sample size:171; Yaw:244.5; Pitch: 174.1
Round:1198; max power:1856.72; sample size:174; Yaw:244.1; Pitch: 90.2
Round:1200; max power:2043.73; sample size:168; Yaw:243.9; Pitch: 90.4
Round:1202; max power:1969.3; sample size:166; Yaw:338.3; Pitch: 75.9
Round:1204; max power:2375.82; sample size:172; Yaw:286.5; Pitch: 37.2
Round:1206; max power:2997.05; sample size:175; Yaw:287.5; Pitch: 36.8
Round:1208; max power:2482.7; sample size:178; Yaw:287.3; Pitch: 90.7
Round:1210; max power:2609.97; sample size:177; Yaw:287.1; Pitch: 91.2
Round:1212; max power:2169.89; sample size:177; Yaw:285.5; Pitch: 61.2
Round:1214; max power:2692.3; sample size:168; Yaw:306.7; Pitch: 87.6
Round:1216; max power:2869.05; sample size:163; Yaw:326.9; Pitch: 78.1
Round:1218; max power:2407.19; sample size:170; Yaw:326.7; Pitch: 119.5
Round:1220; max power:1950.25; sample size:167; Yaw:286.4; Pitch: 161.4
Round:1222; max power:2346.55; sample size:165; Yaw:286.7; Pitch: 22.5
Round:1224; max power:1998.18; sample size:158; Yaw:326.1; Pitch: 119.3
Round:1226; max power:2094.91; sample size:157; Yaw:325.7; Pitch: 120.2
Round:1228; max power:2250.72; sample size:155; Yaw:326.5; Pitch: 95.9
Round:1230; max power:1606.55; sample size:150; Yaw:244.6; Pitch: -1
Round:1232; max power:1435.18; sample size:148; Yaw:246.2; Pitch: -1
Round:1234; max power:1555.04; sample size:147; Yaw:247.3; Pitch: 58.7
Round:1236; max power:1582.02; sample size:148; Yaw:246.4; Pitch: -1
Round:1238; max power:1770.05; sample size:147; Yaw:244.7; Pitch: 81.9
Round:1240; max power:1988.85; sample size:142; Yaw:246.7; Pitch: -0.5
Round:1242; max power:1963; sample size:144; Yaw:247.7; Pitch: -0.4
Round:1244; max power:2568.72; sample size:147; Yaw:246.1; Pitch: 60.4
Round:1246; max power:1526.99; sample size:150; Yaw:245.3; Pitch: 0.5
Round:1248; max power:1718.66; sample size:152; Yaw:313.1; Pitch: 151
Round:1250; max power:1813.43; sample size:153; Yaw:265.5; Pitch: 101.9
Round:1252; max power:1487.7; sample size:156; Yaw:265.5; Pitch: 54.3
Round:1254; max power:1304.42; sample size:160; Yaw:265; Pitch: 53.6
Round:1256; max power:1946.51; sample size:165; Yaw:266; Pitch: 53.6
Round:1258; max power:2015.24; sample size:168; Yaw:256.1; Pitch: 91.1
Round:1260; max power:1910.65; sample size:170; Yaw:256.5; Pitch: 91.5
Round:1262; max power:2329.97; sample size:169; Yaw:256.1; Pitch: 90.1
Round:1264; max power:2382.41; sample size:167; Yaw:256.2; Pitch: 89.3
Round:1266; max power:1879.1; sample size:170; Yaw:256.8; Pitch: 0.9
Round:1268; max power:2008.84; sample size:174; Yaw:256.8; Pitch: 90.2
Round:1270; max power:1870.53; sample size:171; Yaw:257.4; Pitch: 1
Round:1272; max power:2034.59; sample size:176; Yaw:257.6; Pitch: 1.1
Round:1274; max power:2302.16; sample size:175; Yaw:257.7; Pitch: 1.2
Round:1276; max power:1578.65; sample size:171; Yaw:257.4; Pitch: 1.7
Round:1278; max power:1527.26; sample size:171; Yaw:257; Pitch: 2.2
Round:1280; max power:1238.05; sample size:170; Yaw:348.7; Pitch: -0.5
Round:1282; max power:1751.04; sample size:173; Yaw:350; Pitch: -0.6
Round:1284; max power:1290.06; sample size:173; Yaw:350.5; Pitch: -0.3
Round:1286; max power:1215.21; sample size:171; Yaw:311.3; Pitch: 26
Round:1288; max power:1398.91; sample size:167; Yaw:311.3; Pitch: 26.5
Round:1290; max power:1059.48; sample size:168; Yaw:310.8; Pitch: 26.9
Round:1292; max power:1082.46; sample size:161; Yaw:351.4; Pitch: 146.9
Round:1294; max power:977.492; sample size:157; Yaw:312.2; Pitch: 27.3
Round:1296; max power:989.788; sample size:159; Yaw:310.7; Pitch: 27.2
Round:1298; max power:875.995; sample size:156; Yaw:310.5; Pitch: 45
Round:1300; max power:797.329; sample size:158; Yaw:310.2; Pitch: 27.3
Round:1302; max power:1044.61; sample size:159; Yaw:307.3; Pitch: 26.7
Round:1304; max power:932.827; sample size:157; Yaw:307.5; Pitch: 26.6
Round:1306; max power:935.52; sample size:160; Yaw:192.6; Pitch: 166.9
Round:1308; max power:1214.58; sample size:160; Yaw:321.3; Pitch: 38.6
Round:1310; max power:1073.79; sample size:159; Yaw:321.8; Pitch: 38.9
Round:1312; max power:1915.91; sample size:156; Yaw:320.8; Pitch: 39.1
Round:1314; max power:2684.1; sample size:153; Yaw:321.4; Pitch: 39.1
Round:1316; max power:3307.44; sample size:160; Yaw:321.8; Pitch: 39
Round:1318; max power:2978.02; sample size:164; Yaw:321.4; Pitch: 38.9
Round:1320; max power:2711.91; sample size:163; Yaw:336.2; Pitch: 73.3
Round:1322; max power:2710.44; sample size:164; Yaw:6.2; Pitch: 86.5
Round:1324; max power:2811.68; sample size:158; Yaw:4.9; Pitch: 88
Round:1326; max power:3709.77; sample size:162; Yaw:313; Pitch: 104.8
Round:1328; max power:2946.49; sample size:163; Yaw:338.8; Pitch: 70.7
Round:1330; max power:3267; sample size:160; Yaw:338.1; Pitch: 73.3
Round:1332; max power:2659.68; sample size:163; Yaw:338.2; Pitch: 108.3
Round:1334; max power:1841.29; sample size:241; Yaw:5.5; Pitch: 10.7
Round:1336; max power:3604.38; sample size:164; Yaw:315.7; Pitch: 56.6
Round:1338; max power:4322.8; sample size:157; Yaw:317.2; Pitch: 57.4
Round:1340; max power:4064.21; sample size:153; Yaw:317.9; Pitch: 48.5
Round:1342; max power:4605.88; sample size:153; Yaw:318; Pitch: 55.6
Round:1344; max power:4169.97; sample size:151; Yaw:318.2; Pitch: 56.2
Round:1346; max power:3148.38; sample size:152; Yaw:317.8; Pitch: 55.9
Round:1348; max power:2604.21; sample size:145; Yaw:50.9; Pitch: 159.5
Round:1350; max power:2975.05; sample size:146; Yaw:327.6; Pitch: 103.3
Round:1352; max power:2915.44; sample size:144; Yaw:117.4; Pitch: 99.6
Round:1354; max power:2132.85; sample size:146; Yaw:51.1; Pitch: 159.9
Round:1356; max power:2201.53; sample size:145; Yaw:327; Pitch: 69.9
Round:1358; max power:1775.28; sample size:145; Yaw:83.1; Pitch: 88.9
Round:1360; max power:2511.13; sample size:142; Yaw:295; Pitch: 140.2
Round:1362; max power:2391.73; sample size:145; Yaw:294.4; Pitch: 140.4
Round:1364; max power:4121.54; sample size:145; Yaw:294.1; Pitch: 142.4
Round:1366; max power:4617.86; sample size:146; Yaw:294.3; Pitch: 142.7
Round:1368; max power:5104.27; sample size:150; Yaw:294.3; Pitch: 142.7
Round:1370; max power:4362.31; sample size:147; Yaw:294.8; Pitch: 144.6
Round:1372; max power:3273.42; sample size:150; Yaw:294.8; Pitch: 144.5
Round:1374; max power:3248.68; sample size:148; Yaw:294.2; Pitch: 144.7
Round:1376; max power:3155.91; sample size:151; Yaw:294.3; Pitch: 145.3
Round:1378; max power:3509.8; sample size:148; Yaw:294.4; Pitch: 145.3
Round:1380; max power:3091.93; sample size:148; Yaw:294.4; Pitch: 146
Round:1382; max power:2587.97; sample size:150; Yaw:346.8; Pitch: 102.7
Round:1384; max power:2951.11; sample size:153; Yaw:346.6; Pitch: 105.4
Round:1386; max power:3821.49; sample size:152; Yaw:280.2; Pitch: 99.4
Round:1388; max power:4746.26; sample size:154; Yaw:280.1; Pitch: 100
Round:1390; max power:4239.27; sample size:157; Yaw:280.4; Pitch: 100.6
Round:1392; max power:4923.78; sample size:158; Yaw:280.5; Pitch: 101
Round:1394; max power:5478.66; sample size:158; Yaw:280.8; Pitch: 99.4
Round:1396; max power:5139.96; sample size:161; Yaw:280.7; Pitch: 99.4
Round:1398; max power:4737.95; sample size:159; Yaw:280.3; Pitch: 98.7
Round:1400; max power:4386.95; sample size:163; Yaw:280.9; Pitch: 11.4
Round:1402; max power:4092.54; sample size:167; Yaw:280.5; Pitch: 11.5
Round:1404; max power:4189.61; sample size:167; Yaw:280.3; Pitch: 11.6
Round:1406; max power:3892.56; sample size:166; Yaw:280.6; Pitch: 11.3
Round:1408; max power:2371.54; sample size:165; Yaw:281.3; Pitch: 11
Round:1410; max power:1885.27; sample size:165; Yaw:329.4; Pitch: 61.6
Round:1412; max power:2803.88; sample size:160; Yaw:328.9; Pitch: 61.1
Round:1414; max power:3336.07; sample size:161; Yaw:329.5; Pitch: 88.5
Round:1416; max power:3143.46; sample size:161; Yaw:340.6; Pitch: 87.6
Round:1418; max power:4633.53; sample size:157; Yaw:340.6; Pitch: 87.5
Round:1420; max power:4838.91; sample size:153; Yaw:340.8; Pitch: 84.5
Round:1422; max power:6443.13; sample size:154; Yaw:340.8; Pitch: 86.8
Round:1424; max power:6894.92; sample size:152; Yaw:341; Pitch: 90.2
Round:1426; max power:6343.33; sample size:153; Yaw:341.1; Pitch: 92.8
Round:1428; max power:4199.97; sample size:148; Yaw:341.6; Pitch: 86.6
Round:1430; max power:3290.56; sample size:150; Yaw:324.8; Pitch: 79.1
Round:1432; max power:4259.69; sample size:153; Yaw:324.8; Pitch: 94.5
Round:1434; max power:3499.97; sample size:155; Yaw:324.9; Pitch: 83.9
Round:1436; max power:2452.27; sample size:156; Yaw:325.2; Pitch: 83
Round:1438; max power:1829.26; sample size:156; Yaw:325.6; Pitch: 160.4
Round:1440; max power:2552.75; sample size:154; Yaw:336.3; Pitch: 122.4
Round:1442; max power:2297.15; sample size:156; Yaw:336.4; Pitch: 122.2
Round:1444; max power:2590.77; sample size:159; Yaw:336.4; Pitch: 122
Round:1446; max power:2055.13; sample size:164; Yaw:336; Pitch: 121.3
Round:1448; max power:1583.83; sample size:167; Yaw:336.1; Pitch: 120.9
Round:1450; max power:1624.26; sample size:163; Yaw:336; Pitch: 87.5
Round:1452; max power:1175.49; sample size:159; Yaw:309.3; Pitch: 101.5
Round:1454; max power:2067.82; sample size:157; Yaw:309.3; Pitch: 99.8
Round:1456; max power:3592.83; sample size:158; Yaw:309.3; Pitch: 97.8
Round:1458; max power:3900.41; sample size:165; Yaw:308.9; Pitch: 101.2
Round:1460; max power:4442.49; sample size:170; Yaw:309; Pitch: 101.4
Round:1462; max power:3716.71; sample size:170; Yaw:308.9; Pitch: 102.9
Round:1464; max power:3731.57; sample size:162; Yaw:309; Pitch: 103.2
Round:1466; max power:3942.09; sample size:160; Yaw:309; Pitch: 103.3
Round:1468; max power:3723.03; sample size:154; Yaw:309; Pitch: 73.2
Round:1470; max power:3723.58; sample size:158; Yaw:328; Pitch: 93.5
Round:1472; max power:3550.95; sample size:162; Yaw:327.8; Pitch: 92.5
